OriginalFile,ProcessedFile,Status,Message
fundus_images\2183_left.jpg,processed_images_training\2183_left_processed.png,Success,
fundus_images\2183_right.jpg,processed_images_training\2183_right_processed.png,Success,
fundus_images\2184_left.jpg,processed_images_training\2184_left_processed.png,Success,
fundus_images\2184_right.jpg,processed_images_training\2184_right_processed.png,Success,
fundus_images\2185_left.jpg,processed_images_training\2185_left_processed.png,Success,
fundus_images\2185_right.jpg,processed_images_training\2185_right_processed.png,Success,
fundus_images\2187_left.jpg,processed_images_training\2187_left_processed.png,Success,
fundus_images\2187_right.jpg,processed_images_training\2187_right_processed.png,Success,
fundus_images\2189_left.jpg,processed_images_training\2189_left_processed.png,Success,
fundus_images\2189_right.jpg,processed_images_training\2189_right_processed.png,Success,
fundus_images\218_left.jpg,processed_images_training\218_left_processed.png,Success,
fundus_images\218_right.jpg,processed_images_training\218_right_processed.png,Success,
fundus_images\2190_left.jpg,processed_images_training\2190_left_processed.png,Success,
fundus_images\2190_right.jpg,processed_images_training\2190_right_processed.png,Success,
fundus_images\2191_left.jpg,processed_images_training\2191_left_processed.png,Success,
fundus_images\2191_right.jpg,processed_images_training\2191_right_processed.png,Success,
fundus_images\2192_left.jpg,processed_images_training\2192_left_processed.png,Success,
fundus_images\2192_right.jpg,processed_images_training\2192_right_processed.png,Success,
fundus_images\2193_left.jpg,processed_images_training\2193_left_processed.png,Success,
fundus_images\2193_right.jpg,processed_images_training\2193_right_processed.png,Success,
fundus_images\2194_left.jpg,processed_images_training\2194_left_processed.png,Success,
fundus_images\2194_right.jpg,processed_images_training\2194_right_processed.png,Success,
fundus_images\2195_left.jpg,processed_images_training\2195_left_processed.png,Success,
fundus_images\2195_right.jpg,processed_images_training\2195_right_processed.png,Success,
fundus_images\2196_left.jpg,processed_images_training\2196_left_processed.png,Success,
fundus_images\2196_right.jpg,processed_images_training\2196_right_processed.png,Success,
fundus_images\2197_left.jpg,processed_images_training\2197_left_processed.png,Success,
fundus_images\2197_right.jpg,processed_images_training\2197_right_processed.png,Success,
fundus_images\2198_left.jpg,processed_images_training\2198_left_processed.png,Success,
fundus_images\2198_right.jpg,processed_images_training\2198_right_processed.png,Success,
fundus_images\2199_left.jpg,processed_images_training\2199_left_processed.png,Success,
fundus_images\2199_right.jpg,processed_images_training\2199_right_processed.png,Success,
fundus_images\219_left.jpg,processed_images_training\219_left_processed.png,Success,
fundus_images\219_right.jpg,processed_images_training\219_right_processed.png,Success,
fundus_images\21_left.jpg,processed_images_training\21_left_processed.png,Success,
fundus_images\21_right.jpg,processed_images_training\21_right_processed.png,Success,
fundus_images\2200_left.jpg,processed_images_training\2200_left_processed.png,Success,
fundus_images\2200_right.jpg,processed_images_training\2200_right_processed.png,Success,
fundus_images\2201_left.jpg,processed_images_training\2201_left_processed.png,Success,
fundus_images\2201_right.jpg,processed_images_training\2201_right_processed.png,Success,
fundus_images\2203_left.jpg,processed_images_training\2203_left_processed.png,Success,
fundus_images\2203_right.jpg,processed_images_training\2203_right_processed.png,Success,
fundus_images\2204_left.jpg,processed_images_training\2204_left_processed.png,Success,
fundus_images\2204_right.jpg,processed_images_training\2204_right_processed.png,Success,
fundus_images\2205_left.jpg,processed_images_training\2205_left_processed.png,Success,
fundus_images\2205_right.jpg,processed_images_training\2205_right_processed.png,Success,
fundus_images\2206_left.jpg,processed_images_training\2206_left_processed.png,Success,
fundus_images\2206_right.jpg,processed_images_training\2206_right_processed.png,Success,
fundus_images\2207_left.jpg,processed_images_training\2207_left_processed.png,Success,
fundus_images\2207_right.jpg,processed_images_training\2207_right_processed.png,Success,
fundus_images\2208_left.jpg,processed_images_training\2208_left_processed.png,Success,
fundus_images\2208_right.jpg,processed_images_training\2208_right_processed.png,Success,
fundus_images\2209_left.jpg,processed_images_training\2209_left_processed.png,Success,
fundus_images\2209_right.jpg,processed_images_training\2209_right_processed.png,Success,
fundus_images\2210_left.jpg,processed_images_training\2210_left_processed.png,Success,
fundus_images\2210_right.jpg,processed_images_training\2210_right_processed.png,Success,
fundus_images\2211_left.jpg,processed_images_training\2211_left_processed.png,Success,
fundus_images\2211_right.jpg,processed_images_training\2211_right_processed.png,Success,
fundus_images\2212_left.jpg,processed_images_training\2212_left_processed.png,Success,
fundus_images\2212_right.jpg,processed_images_training\2212_right_processed.png,Success,
fundus_images\2213_left.jpg,processed_images_training\2213_left_processed.png,Success,
fundus_images\2213_right.jpg,processed_images_training\2213_right_processed.png,Success,
fundus_images\2215_left.jpg,processed_images_training\2215_left_processed.png,Success,
fundus_images\2215_right.jpg,processed_images_training\2215_right_processed.png,Success,
fundus_images\2216_left.jpg,processed_images_training\2216_left_processed.png,Success,
fundus_images\2216_right.jpg,processed_images_training\2216_right_processed.png,Success,
fundus_images\2217_left.jpg,processed_images_training\2217_left_processed.png,Success,
fundus_images\2217_right.jpg,processed_images_training\2217_right_processed.png,Success,
fundus_images\2218_left.jpg,processed_images_training\2218_left_processed.png,Success,
fundus_images\2218_right.jpg,processed_images_training\2218_right_processed.png,Success,
fundus_images\2219_left.jpg,processed_images_training\2219_left_processed.png,Success,
fundus_images\2219_right.jpg,processed_images_training\2219_right_processed.png,Success,
fundus_images\221_left.jpg,processed_images_training\221_left_processed.png,Success,
fundus_images\221_right.jpg,processed_images_training\221_right_processed.png,Success,
fundus_images\2220_left.jpg,processed_images_training\2220_left_processed.png,Success,
fundus_images\2220_right.jpg,processed_images_training\2220_right_processed.png,Success,
fundus_images\2221_left.jpg,processed_images_training\2221_left_processed.png,Success,
fundus_images\2221_right.jpg,processed_images_training\2221_right_processed.png,Success,
fundus_images\2222_left.jpg,processed_images_training\2222_left_processed.png,Success,
fundus_images\2222_right.jpg,processed_images_training\2222_right_processed.png,Success,
fundus_images\2223_left.jpg,processed_images_training\2223_left_processed.png,Success,
fundus_images\2223_right.jpg,processed_images_training\2223_right_processed.png,Success,
fundus_images\2225_left.jpg,processed_images_training\2225_left_processed.png,Success,
fundus_images\2225_right.jpg,processed_images_training\2225_right_processed.png,Success,
fundus_images\2226_left.jpg,processed_images_training\2226_left_processed.png,Success,
fundus_images\2226_right.jpg,processed_images_training\2226_right_processed.png,Success,
fundus_images\2227_left.jpg,processed_images_training\2227_left_processed.png,Success,
fundus_images\2227_right.jpg,processed_images_training\2227_right_processed.png,Success,
fundus_images\2228_left.jpg,processed_images_training\2228_left_processed.png,Success,
fundus_images\2228_right.jpg,processed_images_training\2228_right_processed.png,Success,
fundus_images\2229_left.jpg,processed_images_training\2229_left_processed.png,Success,
fundus_images\222_right.jpg,processed_images_training\222_right_processed.png,Success,
fundus_images\2231_right.jpg,processed_images_training\2231_right_processed.png,Success,
fundus_images\2232_left.jpg,processed_images_training\2232_left_processed.png,Success,
fundus_images\2232_right.jpg,processed_images_training\2232_right_processed.png,Success,
fundus_images\2233_left.jpg,processed_images_training\2233_left_processed.png,Success,
fundus_images\2233_right.jpg,processed_images_training\2233_right_processed.png,Success,
fundus_images\2234_left.jpg,processed_images_training\2234_left_processed.png,Success,
fundus_images\2234_right.jpg,processed_images_training\2234_right_processed.png,Success,
fundus_images\2235_left.jpg,processed_images_training\2235_left_processed.png,Success,
fundus_images\2235_right.jpg,processed_images_training\2235_right_processed.png,Success,
fundus_images\2236_left.jpg,processed_images_training\2236_left_processed.png,Success,
fundus_images\2236_right.jpg,processed_images_training\2236_right_processed.png,Success,
fundus_images\2237_left.jpg,processed_images_training\2237_left_processed.png,Success,
fundus_images\2237_right.jpg,processed_images_training\2237_right_processed.png,Success,
fundus_images\2239_left.jpg,processed_images_training\2239_left_processed.png,Success,
fundus_images\2239_right.jpg,processed_images_training\2239_right_processed.png,Success,
fundus_images\223_left.jpg,processed_images_training\223_left_processed.png,Success,
fundus_images\223_right.jpg,processed_images_training\223_right_processed.png,Success,
fundus_images\2240_left.jpg,processed_images_training\2240_left_processed.png,Success,
fundus_images\2240_right.jpg,processed_images_training\2240_right_processed.png,Success,
fundus_images\2241_left.jpg,processed_images_training\2241_left_processed.png,Success,
fundus_images\2242_left.jpg,processed_images_training\2242_left_processed.png,Success,
fundus_images\2242_right.jpg,processed_images_training\2242_right_processed.png,Success,
fundus_images\2243_left.jpg,processed_images_training\2243_left_processed.png,Success,
fundus_images\2243_right.jpg,processed_images_training\2243_right_processed.png,Success,
fundus_images\2244_right.jpg,processed_images_training\2244_right_processed.png,Success,
fundus_images\2246_left.jpg,processed_images_training\2246_left_processed.png,Success,
fundus_images\2246_right.jpg,processed_images_training\2246_right_processed.png,Success,
fundus_images\2247_left.jpg,processed_images_training\2247_left_processed.png,Success,
fundus_images\2247_right.jpg,processed_images_training\2247_right_processed.png,Success,
fundus_images\2248_left.jpg,processed_images_training\2248_left_processed.png,Success,
fundus_images\2248_right.jpg,processed_images_training\2248_right_processed.png,Success,
fundus_images\224_right.jpg,processed_images_training\224_right_processed.png,Success,
fundus_images\2251_right.jpg,processed_images_training\2251_right_processed.png,Success,
fundus_images\225_left.jpg,processed_images_training\225_left_processed.png,Success,
fundus_images\225_right.jpg,processed_images_training\225_right_processed.png,Success,
fundus_images\2262_left.jpg,processed_images_training\2262_left_processed.png,Success,
fundus_images\2262_right.jpg,processed_images_training\2262_right_processed.png,Success,
fundus_images\226_left.jpg,processed_images_training\226_left_processed.png,Success,
fundus_images\226_right.jpg,processed_images_training\226_right_processed.png,Success,
fundus_images\227_left.jpg,processed_images_training\227_left_processed.png,Success,
fundus_images\227_right.jpg,processed_images_training\227_right_processed.png,Success,
fundus_images\2282_left.jpg,processed_images_training\2282_left_processed.png,Success,
fundus_images\2282_right.jpg,processed_images_training\2282_right_processed.png,Success,
fundus_images\228_left.jpg,processed_images_training\228_left_processed.png,Success,
fundus_images\228_right.jpg,processed_images_training\228_right_processed.png,Success,
fundus_images\229_left.jpg,processed_images_training\229_left_processed.png,Success,
fundus_images\229_right.jpg,processed_images_training\229_right_processed.png,Success,
fundus_images\22_left.jpg,processed_images_training\22_left_processed.png,Success,
fundus_images\230_left.jpg,processed_images_training\230_left_processed.png,Success,
fundus_images\230_right.jpg,processed_images_training\230_right_processed.png,Success,
fundus_images\231_left.jpg,processed_images_training\231_left_processed.png,Success,
fundus_images\231_right.jpg,processed_images_training\231_right_processed.png,Success,
fundus_images\2329_left.jpg,processed_images_training\2329_left_processed.png,Success,
fundus_images\2329_right.jpg,processed_images_training\2329_right_processed.png,Success,
fundus_images\232_left.jpg,processed_images_training\232_left_processed.png,Success,
fundus_images\232_right.jpg,processed_images_training\232_right_processed.png,Success,
fundus_images\2330_left.jpg,processed_images_training\2330_left_processed.png,Success,
fundus_images\2330_right.jpg,processed_images_training\2330_right_processed.png,Success,
fundus_images\2331_left.jpg,processed_images_training\2331_left_processed.png,Success,
fundus_images\2331_right.jpg,processed_images_training\2331_right_processed.png,Success,
fundus_images\2332_left.jpg,processed_images_training\2332_left_processed.png,Success,
fundus_images\2332_right.jpg,processed_images_training\2332_right_processed.png,Success,
fundus_images\2333_left.jpg,processed_images_training\2333_left_processed.png,Success,
fundus_images\2333_right.jpg,processed_images_training\2333_right_processed.png,Success,
fundus_images\2334_left.jpg,processed_images_training\2334_left_processed.png,Success,
fundus_images\2334_right.jpg,processed_images_training\2334_right_processed.png,Success,
fundus_images\2335_left.jpg,processed_images_training\2335_left_processed.png,Success,
fundus_images\2335_right.jpg,processed_images_training\2335_right_processed.png,Success,
fundus_images\2336_left.jpg,processed_images_training\2336_left_processed.png,Success,
fundus_images\2336_right.jpg,processed_images_training\2336_right_processed.png,Success,
fundus_images\2337_left.jpg,processed_images_training\2337_left_processed.png,Success,
fundus_images\2337_right.jpg,processed_images_training\2337_right_processed.png,Success,
fundus_images\2338_left.jpg,processed_images_training\2338_left_processed.png,Success,
fundus_images\2338_right.jpg,processed_images_training\2338_right_processed.png,Success,
fundus_images\2339_left.jpg,processed_images_training\2339_left_processed.png,Success,
fundus_images\2339_right.jpg,processed_images_training\2339_right_processed.png,Success,
fundus_images\233_left.jpg,processed_images_training\233_left_processed.png,Success,
fundus_images\233_right.jpg,processed_images_training\233_right_processed.png,Success,
fundus_images\2340_left.jpg,processed_images_training\2340_left_processed.png,Success,
fundus_images\2340_right.jpg,processed_images_training\2340_right_processed.png,Success,
fundus_images\2341_left.jpg,processed_images_training\2341_left_processed.png,Success,
fundus_images\2341_right.jpg,processed_images_training\2341_right_processed.png,Success,
fundus_images\2342_left.jpg,processed_images_training\2342_left_processed.png,Success,
fundus_images\2342_right.jpg,processed_images_training\2342_right_processed.png,Success,
fundus_images\2343_left.jpg,processed_images_training\2343_left_processed.png,Success,
fundus_images\2343_right.jpg,processed_images_training\2343_right_processed.png,Success,
fundus_images\2345_left.jpg,processed_images_training\2345_left_processed.png,Success,
fundus_images\2345_right.jpg,processed_images_training\2345_right_processed.png,Success,
fundus_images\2346_left.jpg,processed_images_training\2346_left_processed.png,Success,
fundus_images\2346_right.jpg,processed_images_training\2346_right_processed.png,Success,
fundus_images\2347_left.jpg,processed_images_training\2347_left_processed.png,Success,
fundus_images\2347_right.jpg,processed_images_training\2347_right_processed.png,Success,
fundus_images\2348_left.jpg,processed_images_training\2348_left_processed.png,Success,
fundus_images\2348_right.jpg,processed_images_training\2348_right_processed.png,Success,
fundus_images\2349_left.jpg,processed_images_training\2349_left_processed.png,Success,
fundus_images\2349_right.jpg,processed_images_training\2349_right_processed.png,Success,
fundus_images\234_left.jpg,processed_images_training\234_left_processed.png,Success,
fundus_images\234_right.jpg,processed_images_training\234_right_processed.png,Success,
fundus_images\2350_left.jpg,processed_images_training\2350_left_processed.png,Success,
fundus_images\2351_left.jpg,processed_images_training\2351_left_processed.png,Success,
fundus_images\2351_right.jpg,processed_images_training\2351_right_processed.png,Success,
fundus_images\2352_left.jpg,processed_images_training\2352_left_processed.png,Success,
fundus_images\2352_right.jpg,processed_images_training\2352_right_processed.png,Success,
fundus_images\2353_left.jpg,processed_images_training\2353_left_processed.png,Success,
fundus_images\2353_right.jpg,processed_images_training\2353_right_processed.png,Success,
fundus_images\2354_left.jpg,processed_images_training\2354_left_processed.png,Success,
fundus_images\2354_right.jpg,processed_images_training\2354_right_processed.png,Success,
fundus_images\2355_left.jpg,processed_images_training\2355_left_processed.png,Success,
fundus_images\2355_right.jpg,processed_images_training\2355_right_processed.png,Success,
fundus_images\2356_left.jpg,processed_images_training\2356_left_processed.png,Success,
fundus_images\2356_right.jpg,processed_images_training\2356_right_processed.png,Success,
fundus_images\2357_left.jpg,processed_images_training\2357_left_processed.png,Success,
fundus_images\2357_right.jpg,processed_images_training\2357_right_processed.png,Success,
fundus_images\2359_left.jpg,processed_images_training\2359_left_processed.png,Success,
fundus_images\2359_right.jpg,processed_images_training\2359_right_processed.png,Success,
fundus_images\235_left.jpg,processed_images_training\235_left_processed.png,Success,
fundus_images\235_right.jpg,processed_images_training\235_right_processed.png,Success,
fundus_images\2360_left.jpg,processed_images_training\2360_left_processed.png,Success,
fundus_images\2360_right.jpg,processed_images_training\2360_right_processed.png,Success,
fundus_images\2361_left.jpg,processed_images_training\2361_left_processed.png,Success,
fundus_images\2361_right.jpg,processed_images_training\2361_right_processed.png,Success,
fundus_images\2362_left.jpg,processed_images_training\2362_left_processed.png,Success,
fundus_images\2362_right.jpg,processed_images_training\2362_right_processed.png,Success,
fundus_images\2363_left.jpg,processed_images_training\2363_left_processed.png,Success,
fundus_images\2363_right.jpg,processed_images_training\2363_right_processed.png,Success,
fundus_images\2364_left.jpg,processed_images_training\2364_left_processed.png,Success,
fundus_images\2364_right.jpg,processed_images_training\2364_right_processed.png,Success,
fundus_images\2365_left.jpg,processed_images_training\2365_left_processed.png,Success,
fundus_images\2365_right.jpg,processed_images_training\2365_right_processed.png,Success,
fundus_images\2366_left.jpg,processed_images_training\2366_left_processed.png,Success,
fundus_images\2366_right.jpg,processed_images_training\2366_right_processed.png,Success,
fundus_images\2367_left.jpg,processed_images_training\2367_left_processed.png,Success,
fundus_images\2367_right.jpg,processed_images_training\2367_right_processed.png,Success,
fundus_images\2368_left.jpg,processed_images_training\2368_left_processed.png,Success,
fundus_images\2368_right.jpg,processed_images_training\2368_right_processed.png,Success,
fundus_images\2369_left.jpg,processed_images_training\2369_left_processed.png,Success,
fundus_images\2369_right.jpg,processed_images_training\2369_right_processed.png,Success,
fundus_images\236_right.jpg,processed_images_training\236_right_processed.png,Success,
fundus_images\2370_left.jpg,processed_images_training\2370_left_processed.png,Success,
fundus_images\2370_right.jpg,processed_images_training\2370_right_processed.png,Success,
fundus_images\2371_left.jpg,processed_images_training\2371_left_processed.png,Success,
fundus_images\2371_right.jpg,processed_images_training\2371_right_processed.png,Success,
fundus_images\2372_left.jpg,processed_images_training\2372_left_processed.png,Success,
fundus_images\2372_right.jpg,processed_images_training\2372_right_processed.png,Success,
fundus_images\2373_left.jpg,processed_images_training\2373_left_processed.png,Success,
fundus_images\2373_right.jpg,processed_images_training\2373_right_processed.png,Success,
fundus_images\2374_left.jpg,processed_images_training\2374_left_processed.png,Success,
fundus_images\2374_right.jpg,processed_images_training\2374_right_processed.png,Success,
fundus_images\2375_left.jpg,processed_images_training\2375_left_processed.png,Success,
fundus_images\2375_right.jpg,processed_images_training\2375_right_processed.png,Success,
fundus_images\2376_left.jpg,processed_images_training\2376_left_processed.png,Success,
fundus_images\2376_right.jpg,processed_images_training\2376_right_processed.png,Success,
fundus_images\2377_left.jpg,processed_images_training\2377_left_processed.png,Success,
fundus_images\2378_left.jpg,processed_images_training\2378_left_processed.png,Success,
fundus_images\2378_right.jpg,processed_images_training\2378_right_processed.png,Success,
fundus_images\2379_left.jpg,processed_images_training\2379_left_processed.png,Success,
fundus_images\2379_right.jpg,processed_images_training\2379_right_processed.png,Success,
fundus_images\237_left.jpg,processed_images_training\237_left_processed.png,Success,
fundus_images\237_right.jpg,processed_images_training\237_right_processed.png,Success,
fundus_images\2380_left.jpg,processed_images_training\2380_left_processed.png,Success,
fundus_images\2380_right.jpg,processed_images_training\2380_right_processed.png,Success,
fundus_images\2381_left.jpg,processed_images_training\2381_left_processed.png,Success,
fundus_images\2381_right.jpg,processed_images_training\2381_right_processed.png,Success,
fundus_images\2382_left.jpg,processed_images_training\2382_left_processed.png,Success,
fundus_images\2382_right.jpg,processed_images_training\2382_right_processed.png,Success,
fundus_images\2383_left.jpg,processed_images_training\2383_left_processed.png,Success,
fundus_images\2383_right.jpg,processed_images_training\2383_right_processed.png,Success,
fundus_images\2384_left.jpg,processed_images_training\2384_left_processed.png,Success,
fundus_images\2384_right.jpg,processed_images_training\2384_right_processed.png,Success,
fundus_images\2385_left.jpg,processed_images_training\2385_left_processed.png,Success,
fundus_images\2385_right.jpg,processed_images_training\2385_right_processed.png,Success,
fundus_images\2386_left.jpg,processed_images_training\2386_left_processed.png,Success,
fundus_images\2386_right.jpg,processed_images_training\2386_right_processed.png,Success,
fundus_images\2387_left.jpg,processed_images_training\2387_left_processed.png,Success,
fundus_images\2387_right.jpg,processed_images_training\2387_right_processed.png,Success,
fundus_images\2388_left.jpg,processed_images_training\2388_left_processed.png,Success,
fundus_images\2388_right.jpg,processed_images_training\2388_right_processed.png,Success,
fundus_images\2389_left.jpg,processed_images_training\2389_left_processed.png,Success,
fundus_images\2389_right.jpg,processed_images_training\2389_right_processed.png,Success,
fundus_images\238_left.jpg,processed_images_training\238_left_processed.png,Success,
fundus_images\238_right.jpg,processed_images_training\238_right_processed.png,Success,
fundus_images\2390_left.jpg,processed_images_training\2390_left_processed.png,Success,
fundus_images\2390_right.jpg,processed_images_training\2390_right_processed.png,Success,
fundus_images\2391_left.jpg,processed_images_training\2391_left_processed.png,Success,
fundus_images\2391_right.jpg,processed_images_training\2391_right_processed.png,Success,
fundus_images\2392_left.jpg,processed_images_training\2392_left_processed.png,Success,
fundus_images\2392_right.jpg,processed_images_training\2392_right_processed.png,Success,
fundus_images\2393_left.jpg,processed_images_training\2393_left_processed.png,Success,
fundus_images\2393_right.jpg,processed_images_training\2393_right_processed.png,Success,
fundus_images\2394_left.jpg,processed_images_training\2394_left_processed.png,Success,
fundus_images\2394_right.jpg,processed_images_training\2394_right_processed.png,Success,
fundus_images\2395_left.jpg,processed_images_training\2395_left_processed.png,Success,
fundus_images\2395_right.jpg,processed_images_training\2395_right_processed.png,Success,
fundus_images\2396_left.jpg,processed_images_training\2396_left_processed.png,Success,
fundus_images\2396_right.jpg,processed_images_training\2396_right_processed.png,Success,
fundus_images\2397_left.jpg,processed_images_training\2397_left_processed.png,Success,
fundus_images\2397_right.jpg,processed_images_training\2397_right_processed.png,Success,
fundus_images\2398_left.jpg,processed_images_training\2398_left_processed.png,Success,
fundus_images\2398_right.jpg,processed_images_training\2398_right_processed.png,Success,
fundus_images\2399_left.jpg,processed_images_training\2399_left_processed.png,Success,
fundus_images\2399_right.jpg,processed_images_training\2399_right_processed.png,Success,
fundus_images\239_left.jpg,processed_images_training\239_left_processed.png,Success,
fundus_images\239_right.jpg,processed_images_training\239_right_processed.png,Success,
fundus_images\23_left.jpg,processed_images_training\23_left_processed.png,Success,
fundus_images\23_right.jpg,processed_images_training\23_right_processed.png,Success,
fundus_images\2400_right.jpg,processed_images_training\2400_right_processed.png,Success,
fundus_images\2401_left.jpg,processed_images_training\2401_left_processed.png,Success,
fundus_images\2401_right.jpg,processed_images_training\2401_right_processed.png,Success,
fundus_images\2402_left.jpg,processed_images_training\2402_left_processed.png,Success,
fundus_images\2402_right.jpg,processed_images_training\2402_right_processed.png,Success,
fundus_images\2403_left.jpg,processed_images_training\2403_left_processed.png,Success,
fundus_images\2403_right.jpg,processed_images_training\2403_right_processed.png,Success,
fundus_images\2404_left.jpg,processed_images_training\2404_left_processed.png,Success,
fundus_images\2404_right.jpg,processed_images_training\2404_right_processed.png,Success,
fundus_images\2405_left.jpg,processed_images_training\2405_left_processed.png,Success,
fundus_images\2405_right.jpg,processed_images_training\2405_right_processed.png,Success,
fundus_images\2406_left.jpg,processed_images_training\2406_left_processed.png,Success,
fundus_images\2406_right.jpg,processed_images_training\2406_right_processed.png,Success,
fundus_images\2407_left.jpg,processed_images_training\2407_left_processed.png,Success,
fundus_images\2407_right.jpg,processed_images_training\2407_right_processed.png,Success,
fundus_images\2408_left.jpg,processed_images_training\2408_left_processed.png,Success,
fundus_images\2408_right.jpg,processed_images_training\2408_right_processed.png,Success,
fundus_images\2409_left.jpg,processed_images_training\2409_left_processed.png,Success,
fundus_images\2409_right.jpg,processed_images_training\2409_right_processed.png,Success,
fundus_images\240_left.jpg,processed_images_training\240_left_processed.png,Success,
fundus_images\240_right.jpg,processed_images_training\240_right_processed.png,Success,
fundus_images\2410_left.jpg,processed_images_training\2410_left_processed.png,Success,
fundus_images\2410_right.jpg,processed_images_training\2410_right_processed.png,Success,
fundus_images\2411_left.jpg,processed_images_training\2411_left_processed.png,Success,
fundus_images\2411_right.jpg,processed_images_training\2411_right_processed.png,Success,
fundus_images\2412_left.jpg,processed_images_training\2412_left_processed.png,Success,
fundus_images\2412_right.jpg,processed_images_training\2412_right_processed.png,Success,
fundus_images\2413_left.jpg,processed_images_training\2413_left_processed.png,Success,
fundus_images\2413_right.jpg,processed_images_training\2413_right_processed.png,Success,
fundus_images\2414_left.jpg,processed_images_training\2414_left_processed.png,Success,
fundus_images\2414_right.jpg,processed_images_training\2414_right_processed.png,Success,
fundus_images\2415_left.jpg,processed_images_training\2415_left_processed.png,Success,
fundus_images\2415_right.jpg,processed_images_training\2415_right_processed.png,Success,
fundus_images\2416_left.jpg,processed_images_training\2416_left_processed.png,Success,
fundus_images\2416_right.jpg,processed_images_training\2416_right_processed.png,Success,
fundus_images\2417_left.jpg,processed_images_training\2417_left_processed.png,Success,
fundus_images\2417_right.jpg,processed_images_training\2417_right_processed.png,Success,
fundus_images\2418_left.jpg,processed_images_training\2418_left_processed.png,Success,
fundus_images\2418_right.jpg,processed_images_training\2418_right_processed.png,Success,
fundus_images\2419_left.jpg,processed_images_training\2419_left_processed.png,Success,
fundus_images\2419_right.jpg,processed_images_training\2419_right_processed.png,Success,
fundus_images\241_left.jpg,processed_images_training\241_left_processed.png,Success,
fundus_images\2420_left.jpg,processed_images_training\2420_left_processed.png,Success,
fundus_images\2420_right.jpg,processed_images_training\2420_right_processed.png,Success,
fundus_images\2421_left.jpg,processed_images_training\2421_left_processed.png,Success,
fundus_images\2421_right.jpg,processed_images_training\2421_right_processed.png,Success,
fundus_images\2422_left.jpg,processed_images_training\2422_left_processed.png,Success,
fundus_images\2422_right.jpg,processed_images_training\2422_right_processed.png,Success,
fundus_images\2423_left.jpg,processed_images_training\2423_left_processed.png,Success,
fundus_images\2423_right.jpg,processed_images_training\2423_right_processed.png,Success,
fundus_images\2424_left.jpg,processed_images_training\2424_left_processed.png,Success,
fundus_images\2424_right.jpg,processed_images_training\2424_right_processed.png,Success,
fundus_images\2425_left.jpg,processed_images_training\2425_left_processed.png,Success,
fundus_images\2425_right.jpg,processed_images_training\2425_right_processed.png,Success,
fundus_images\2426_left.jpg,processed_images_training\2426_left_processed.png,Success,
fundus_images\2426_right.jpg,processed_images_training\2426_right_processed.png,Success,
fundus_images\2427_left.jpg,processed_images_training\2427_left_processed.png,Success,
fundus_images\2427_right.jpg,processed_images_training\2427_right_processed.png,Success,
fundus_images\2428_left.jpg,processed_images_training\2428_left_processed.png,Success,
fundus_images\2429_left.jpg,processed_images_training\2429_left_processed.png,Success,
fundus_images\2429_right.jpg,processed_images_training\2429_right_processed.png,Success,
fundus_images\242_right.jpg,processed_images_training\242_right_processed.png,Success,
fundus_images\2430_left.jpg,processed_images_training\2430_left_processed.png,Success,
fundus_images\2430_right.jpg,processed_images_training\2430_right_processed.png,Success,
fundus_images\2431_left.jpg,processed_images_training\2431_left_processed.png,Success,
fundus_images\2431_right.jpg,processed_images_training\2431_right_processed.png,Success,
fundus_images\2432_left.jpg,processed_images_training\2432_left_processed.png,Success,
fundus_images\2432_right.jpg,processed_images_training\2432_right_processed.png,Success,
fundus_images\2433_left.jpg,processed_images_training\2433_left_processed.png,Success,
fundus_images\2433_right.jpg,processed_images_training\2433_right_processed.png,Success,
fundus_images\2434_left.jpg,processed_images_training\2434_left_processed.png,Success,
fundus_images\2434_right.jpg,processed_images_training\2434_right_processed.png,Success,
fundus_images\2435_left.jpg,processed_images_training\2435_left_processed.png,Success,
fundus_images\2435_right.jpg,processed_images_training\2435_right_processed.png,Success,
fundus_images\2436_left.jpg,processed_images_training\2436_left_processed.png,Success,
fundus_images\2436_right.jpg,processed_images_training\2436_right_processed.png,Success,
fundus_images\2437_left.jpg,processed_images_training\2437_left_processed.png,Success,
fundus_images\2437_right.jpg,processed_images_training\2437_right_processed.png,Success,
fundus_images\2438_left.jpg,processed_images_training\2438_left_processed.png,Success,
fundus_images\2438_right.jpg,processed_images_training\2438_right_processed.png,Success,
fundus_images\2439_left.jpg,processed_images_training\2439_left_processed.png,Success,
fundus_images\2439_right.jpg,processed_images_training\2439_right_processed.png,Success,
fundus_images\243_left.jpg,processed_images_training\243_left_processed.png,Success,
fundus_images\243_right.jpg,processed_images_training\243_right_processed.png,Success,
fundus_images\2440_left.jpg,processed_images_training\2440_left_processed.png,Success,
fundus_images\2440_right.jpg,processed_images_training\2440_right_processed.png,Success,
fundus_images\2441_left.jpg,processed_images_training\2441_left_processed.png,Success,
fundus_images\2441_right.jpg,processed_images_training\2441_right_processed.png,Success,
fundus_images\2442_left.jpg,processed_images_training\2442_left_processed.png,Success,
fundus_images\2442_right.jpg,processed_images_training\2442_right_processed.png,Success,
fundus_images\2443_left.jpg,processed_images_training\2443_left_processed.png,Success,
fundus_images\2443_right.jpg,processed_images_training\2443_right_processed.png,Success,
fundus_images\2444_left.jpg,processed_images_training\2444_left_processed.png,Success,
fundus_images\2444_right.jpg,processed_images_training\2444_right_processed.png,Success,
